index,0
ORIGINAL,3.3
SMOTENC,3.3
DTO,4.2
SMOTE_SVM,4.4
GEOMETRIC_SMOTE,4.45
BORDERLINE1,5.05
SMOTE,5.3
BORDERLINE2,6.0
