index,0
GEOMETRIC_SMOTE,3.6
SMOTE,4.0
ORIGINAL,4.15
BORDERLINE1,4.35
SMOTE_SVM,4.5
SMOTENC,4.55
DTO,5.05
BORDERLINE2,5.8
