ENCODER,DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTENC,RANK_SMOTENC,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOMETRIC_SMOTE,RANK_GEOMETRIC_SMOTE,DTO,RANK_DTO,ORDER,ALPHA,UNIT
CatBoostEncoder,abalone-3_vs_11,DTREE,1.0,2.0,1.0,2.0,0.9999399999999999,4.5,1.0,2.0,0.9999399999999999,4.5,0.8706200000000001,8.0,0.9998799999999999,6.0,0.99982,7.0,aspect_ratio,7.0,SPE
CatBoostEncoder,kddcup-land_vs_portsweep,DTREE,0.99998,2.5,1.0,1.0,0.41224,7.5,0.95092,4.0,0.41224,7.5,0.60846,6.0,0.99998,2.5,0.80356,5.0,aspect_ratio,7.0,SPE
CatBoostEncoder,dataset_31_credit-g,DTREE,0.53404,5.0,0.55476,2.0,0.5395800000000001,3.0,0.5385800000000001,4.0,0.50344,7.0,0.5012399999999999,8.0,0.5727,1.0,0.5283800000000001,6.0,aspect_ratio,7.0,SPE
CatBoostEncoder,dresses-sales,DTREE,0.5153,2.0,0.4952599999999999,4.0,0.465,8.0,0.48254,7.0,0.4947200000000001,5.0,0.51478,3.0,0.53768,1.0,0.4946400000000001,6.0,aspect_ratio,7.0,SPE
CatBoostEncoder,dermatology,DTREE,0.98742,3.0,0.98892,1.0,0.98682,5.0,0.98438,7.0,0.98722,4.0,0.9847,6.0,0.98112,8.0,0.9877,2.0,aspect_ratio,7.0,SPE
CatBoostEncoder,thyroid-hypothyroid,DTREE,0.87374,3.0,0.8795200000000001,2.0,0.31162,8.0,0.36034,6.0,0.4492200000000001,5.0,0.32964000000000004,7.0,0.8922399999999999,1.0,0.50758,4.0,aspect_ratio,7.0,SPE
CatBoostEncoder,credit-approval,DTREE,0.8042199999999999,5.0,0.7976,6.0,0.7760199999999999,7.0,0.81708,3.0,0.8278199999999998,2.0,0.80488,4.0,0.7735399999999999,8.0,0.82894,1.0,aspect_ratio,7.0,SPE
CatBoostEncoder,horse-colic-surgical,DTREE,0.8115400000000002,1.0,0.7595000000000001,4.0,0.7531399999999999,5.0,0.7808999999999999,3.0,0.73224,8.0,0.75308,6.0,0.78498,2.0,0.7441800000000001,7.0,aspect_ratio,7.0,SPE
CatBoostEncoder,heart,DTREE,0.7351800000000001,8.0,0.7461,6.0,0.79964,2.0,0.8101800000000001,1.0,0.7731600000000001,3.0,0.7722200000000001,4.0,0.7712800000000001,5.0,0.74558,7.0,aspect_ratio,7.0,SPE
CatBoostEncoder,hepatitis,DTREE,0.5674,5.0,0.6209199999999999,1.0,0.60544,3.0,0.496,7.0,0.5801000000000001,4.0,0.6195799999999999,2.0,0.5262600000000001,6.0,0.3955,8.0,aspect_ratio,7.0,SPE
