index,0
SMOTE_SVM,2.95
SMOTENC,3.9
BORDERLINE1,4.05
SMOTE,4.4
DTO,4.8
ORIGINAL,5.0
GEOMETRIC_SMOTE,5.15
BORDERLINE2,5.75
