index,0
ORIGINAL,3.05
SMOTE_SVM,4.0
SMOTE,4.45
SMOTENC,4.7
BORDERLINE1,4.7
GEOMETRIC_SMOTE,4.8
DTO,5.1
BORDERLINE2,5.2
