index,0
SMOTE_SVM,3.95
DTO,4.05
BORDERLINE1,4.15
ORIGINAL,4.35
SMOTENC,4.45
SMOTE,4.45
GEOMETRIC_SMOTE,4.85
BORDERLINE2,5.75
