index,0
SMOTE,3.25
GEOMETRIC_SMOTE,3.85
BORDERLINE1,3.9
SMOTE_SVM,4.15
SMOTENC,4.35
DTO,4.6
BORDERLINE2,4.65
ORIGINAL,7.25
