ENCODER,DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTENC,RANK_SMOTENC,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOMETRIC_SMOTE,RANK_GEOMETRIC_SMOTE,DTO,RANK_DTO,ORDER,ALPHA,UNIT
HelmertEncoder,abalone-3_vs_11,RF,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,0.996,7.0,0.998,6.0,0.9800799999999998,8.0,solid_angle,1.0,REC
HelmertEncoder,kddcup-land_vs_portsweep,RF,1.0,2.0,1.0,2.0,0.9981200000000001,6.0,0.9981200000000001,6.0,0.9990600000000001,4.0,1.0,2.0,0.99718,8.0,0.9981200000000001,6.0,solid_angle,1.0,REC
HelmertEncoder,dataset_31_credit-g,RF,0.74,2.0,0.748,1.0,0.7120000000000001,4.0,0.7139999999999999,3.0,0.7059999999999998,6.0,0.708,5.0,0.7049999999999998,7.0,0.7020000000000001,8.0,solid_angle,1.0,REC
HelmertEncoder,dresses-sales,RF,0.584,2.0,0.5399999999999999,8.0,0.55,6.0,0.5760000000000001,4.0,0.578,3.0,0.544,7.0,0.556,5.0,0.594,1.0,solid_angle,1.0,REC
HelmertEncoder,dermatology,RF,0.97812,8.0,0.9809,6.0,0.9836,3.0,0.98356,4.5,0.98356,4.5,0.9863,1.5,0.98082,7.0,0.9863,1.5,solid_angle,1.0,REC
HelmertEncoder,thyroid-hypothyroid,RF,0.9883,4.0,0.98672,6.0,0.98734,5.0,0.98864,2.0,0.98862,3.0,0.98102,8.0,0.9921,1.0,0.9864200000000001,7.0,solid_angle,1.0,REC
HelmertEncoder,credit-approval,RF,0.8724799999999999,1.0,0.8637799999999999,2.0,0.8608800000000001,4.0,0.8623199999999999,3.0,0.85362,8.0,0.8608600000000001,5.0,0.8594200000000001,6.0,0.8550800000000001,7.0,solid_angle,1.0,REC
HelmertEncoder,horse-colic-surgical,RF,0.8666799999999999,1.0,0.8633199999999999,3.5,0.85998,6.0,0.8666600000000001,2.0,0.8600000000000001,5.0,0.8633200000000001,3.5,0.85,8.0,0.8566799999999999,7.0,solid_angle,1.0,REC
HelmertEncoder,heart,RF,0.8111200000000001,2.0,0.8148199999999999,1.0,0.7963,3.5,0.7925800000000001,5.0,0.78892,6.0,0.78522,7.0,0.7963,3.5,0.76664,8.0,solid_angle,1.0,REC
HelmertEncoder,hepatitis,RF,0.8516199999999999,2.0,0.8193600000000001,4.5,0.8193400000000001,6.0,0.8193600000000001,4.5,0.8387,3.0,0.8129000000000002,8.0,0.8516400000000001,1.0,0.8129399999999999,7.0,solid_angle,1.0,REC
