index,0
ORIGINAL,2.7
SMOTENC,3.6
SMOTE_SVM,4.1
SMOTE,4.55
BORDERLINE1,4.95
DTO,5.1
BORDERLINE2,5.45
GEOMETRIC_SMOTE,5.55
