index,0
SMOTE,2.9
BORDERLINE1,3.15
SMOTE_SVM,3.6
SMOTENC,4.0
GEOMETRIC_SMOTE,4.25
BORDERLINE2,5.25
DTO,5.6
ORIGINAL,7.25
