index,0
SMOTE,3.9
SMOTENC,4.1
BORDERLINE1,4.15
DTO,4.3
SMOTE_SVM,4.45
ORIGINAL,4.65
GEOMETRIC_SMOTE,4.7
BORDERLINE2,5.75
