ENCODER,DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTENC,RANK_SMOTENC,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOMETRIC_SMOTE,RANK_GEOMETRIC_SMOTE,DTO,RANK_DTO,ORDER,ALPHA,UNIT
HelmertEncoder,abalone-3_vs_11,SVM,0.9940200000000001,1.0,0.9900399999999999,2.0,0.98604,5.0,0.98604,5.0,0.99002,3.0,0.97414,8.0,0.98604,5.0,0.98208,7.0,solid_angle,7.0,REC
HelmertEncoder,kddcup-land_vs_portsweep,SVM,0.9981200000000001,3.5,0.9981200000000001,3.5,0.9981200000000001,3.5,0.99718,7.0,0.9981200000000001,3.5,0.9981200000000001,3.5,0.9981200000000001,3.5,0.9953,8.0,solid_angle,7.0,REC
HelmertEncoder,dataset_31_credit-g,SVM,0.748,1.0,0.7449999999999999,2.0,0.336,7.5,0.6249999999999999,5.0,0.336,7.5,0.341,6.0,0.693,3.0,0.6920000000000001,4.0,solid_angle,7.0,REC
HelmertEncoder,dresses-sales,SVM,0.606,1.0,0.5900000000000001,2.0,0.5459999999999999,6.0,0.5579999999999999,5.0,0.526,8.0,0.532,7.0,0.5660000000000001,4.0,0.5820000000000001,3.0,solid_angle,7.0,REC
HelmertEncoder,dermatology,SVM,0.5082399999999999,8.0,0.5875600000000001,7.0,0.91528,2.0,0.90436,3.0,0.9206799999999999,1.0,0.88792,6.0,0.90154,5.0,0.90428,4.0,solid_angle,7.0,REC
HelmertEncoder,thyroid-hypothyroid,SVM,0.9816799999999999,1.0,0.95794,3.0,0.95954,2.0,0.95288,6.0,0.94624,7.0,0.90956,8.0,0.95542,4.0,0.9548,5.0,solid_angle,7.0,REC
HelmertEncoder,credit-approval,SVM,0.6521799999999999,8.0,0.6608599999999999,6.0,0.66232,3.5,0.6637600000000001,1.0,0.6594199999999999,7.0,0.66232,3.5,0.66374,2.0,0.66088,5.0,solid_angle,7.0,REC
HelmertEncoder,horse-colic-surgical,SVM,0.63664,1.0,0.42668,5.0,0.42668,5.0,0.42668,5.0,0.42668,5.0,0.49332,2.0,0.42668,5.0,0.42666000000000004,8.0,solid_angle,7.0,REC
HelmertEncoder,heart,SVM,0.5556,8.0,0.5962799999999999,6.0,0.6037,4.0,0.61852,2.5,0.60368,5.0,0.61852,2.5,0.62222,1.0,0.5889,7.0,solid_angle,7.0,REC
HelmertEncoder,hepatitis,SVM,0.7935800000000001,1.0,0.5742,5.5,0.5806399999999999,3.5,0.75488,2.0,0.5742,5.5,0.5548399999999999,8.0,0.5612999999999999,7.0,0.5806399999999999,3.5,solid_angle,7.0,REC
