index,0
SMOTENC,3.0
ORIGINAL,3.05
GEOMETRIC_SMOTE,3.95
SMOTE_SVM,4.0
BORDERLINE1,5.1
BORDERLINE2,5.2
SMOTE,5.7
DTO,6.0
