index,0
BORDERLINE1,3.45
SMOTE,3.55
GEOMETRIC_SMOTE,3.7
SMOTE_SVM,4.5
BORDERLINE2,4.6
DTO,5.2
ORIGINAL,5.4
SMOTENC,5.6
