index,0
SMOTE,3.2
BORDERLINE1,3.3
GEOMETRIC_SMOTE,3.35
SMOTE_SVM,4.2
BORDERLINE2,4.5
SMOTENC,4.85
DTO,5.9
ORIGINAL,6.7
