index,0
SMOTE,3.3
SMOTENC,4.2
SMOTE_SVM,4.35
BORDERLINE1,4.6
ORIGINAL,4.65
GEOMETRIC_SMOTE,4.7
BORDERLINE2,4.9
DTO,5.3
