index,0
ORIGINAL,2.1
SMOTENC,3.2
SMOTE_SVM,3.8
BORDERLINE1,4.5
GEOMETRIC_SMOTE,4.9
SMOTE,5.2
BORDERLINE2,5.9
DTO,6.4
