ENCODER,DATASET,ALGORITHM,ORIGINAL,RANK_ORIGINAL,SMOTENC,RANK_SMOTENC,SMOTE,RANK_SMOTE,SMOTE_SVM,RANK_SMOTE_SVM,BORDERLINE1,RANK_BORDERLINE1,BORDERLINE2,RANK_BORDERLINE2,GEOMETRIC_SMOTE,RANK_GEOMETRIC_SMOTE,DTO,RANK_DTO,ORDER,ALPHA,UNIT
TargetEncoder,abalone-3_vs_11,DTREE,1.0,2.5,1.0,2.5,1.0,2.5,0.9985,6.0,0.9985,6.0,1.0,2.5,0.9985,6.0,0.9811799999999999,8.0,aspect_ratio,1.0,PRE
TargetEncoder,kddcup-land_vs_portsweep,DTREE,0.99924,6.0,1.0,2.0,0.99924,6.0,0.99924,6.0,1.0,2.0,0.99924,6.0,0.99924,6.0,1.0,2.0,aspect_ratio,1.0,PRE
TargetEncoder,dataset_31_credit-g,DTREE,0.68234,2.0,0.68494,1.0,0.6779999999999999,4.0,0.6519600000000001,8.0,0.66218,7.0,0.6685800000000001,6.0,0.67424,5.0,0.6816399999999999,3.0,aspect_ratio,1.0,PRE
TargetEncoder,dresses-sales,DTREE,0.53608,6.0,0.50508,8.0,0.5439399999999999,4.0,0.5850000000000001,1.0,0.5412399999999999,5.0,0.5253399999999999,7.0,0.5775600000000001,2.0,0.5634,3.0,aspect_ratio,1.0,PRE
TargetEncoder,dermatology,DTREE,0.9465,5.0,0.9477,4.0,0.95778,1.0,0.9422,6.0,0.95476,3.0,0.9573799999999999,2.0,0.93208,7.0,0.9267799999999999,8.0,aspect_ratio,1.0,PRE
TargetEncoder,thyroid-hypothyroid,DTREE,0.9874,3.0,0.9858,5.0,0.98616,4.0,0.98544,6.0,0.98766,2.0,0.98008,8.0,0.98992,1.0,0.9809,7.0,aspect_ratio,1.0,PRE
TargetEncoder,credit-approval,DTREE,0.8104600000000002,6.0,0.8052600000000001,7.0,0.8307599999999999,1.0,0.81288,4.0,0.8282400000000001,2.0,0.8152200000000001,3.0,0.81106,5.0,0.7966599999999999,8.0,aspect_ratio,1.0,PRE
TargetEncoder,horse-colic-surgical,DTREE,0.8429800000000001,3.0,0.8019400000000001,7.0,0.7912999999999999,8.0,0.8443200000000001,2.0,0.8225,5.0,0.8281000000000001,4.0,0.8187999999999999,6.0,0.8504400000000001,1.0,aspect_ratio,1.0,PRE
TargetEncoder,heart,DTREE,0.748,2.0,0.75794,1.0,0.7213200000000001,4.0,0.6993,5.0,0.6907800000000001,6.0,0.6898799999999999,7.0,0.73546,3.0,0.6894399999999999,8.0,aspect_ratio,1.0,PRE
TargetEncoder,hepatitis,DTREE,0.7853399999999999,7.0,0.7950999999999999,4.0,0.81288,1.0,0.7802399999999999,8.0,0.80662,2.0,0.79482,6.0,0.7948799999999999,5.0,0.7997,3.0,aspect_ratio,1.0,PRE
