ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
OrdinalEncoder,SGD,4.0,3.3,4.5,4.0,5.35,5.95,4.0,4.9,F1
OrdinalEncoder,MLP,2.85,2.5,4.75,5.0,4.2,6.0,5.5,5.2,F1
OrdinalEncoder,RF,2.85,2.95,4.65,5.0,5.45,5.95,3.7,5.45,F1
OrdinalEncoder,ABC,3.85,4.15,4.05,3.75,4.35,6.05,4.35,5.45,F1
OrdinalEncoder,LRG,2.1,2.4,4.65,4.7,5.5,5.4,5.65,5.6,F1
OrdinalEncoder,SVM,3.55,3.85,3.75,4.55,5.15,5.35,3.7,6.1,F1
OrdinalEncoder,KNN,3.0,4.5,4.65,3.65,3.85,6.2,3.75,6.4,F1
OrdinalEncoder,DTREE,2.3,3.45,3.65,4.4,3.7,6.6,5.4,6.5,F1
,avarage,3.06,3.39,4.33,4.38,4.69,5.94,4.51,5.7,F1
,std,0.69,0.76,0.45,0.53,0.75,0.41,0.87,0.58,F1
