ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
HashingEncoder,ABC,2.1,2.25,5.85,5.95,5.85,6.25,4.3,3.45,F1
HashingEncoder,KNN,2.8,4.3,5.2,4.7,5.0,5.8,4.7,3.5,F1
HashingEncoder,MLP,2.8,2.4,4.0,5.6,4.55,6.4,5.7,4.55,F1
HashingEncoder,LRG,2.15,2.55,4.8,4.7,5.15,6.5,5.5,4.65,F1
HashingEncoder,DTREE,2.35,2.95,4.95,5.3,4.7,5.5,5.3,4.95,F1
HashingEncoder,SVM,3.55,3.55,4.15,4.65,4.35,5.55,4.9,5.3,F1
HashingEncoder,RF,2.3,3.2,5.2,4.6,4.75,6.3,4.25,5.4,F1
HashingEncoder,SGD,3.55,2.95,3.5,4.4,5.55,5.9,4.35,5.8,F1
,avarage,2.7,3.02,4.71,4.99,4.99,6.02,4.88,4.7,F1
,std,0.59,0.67,0.77,0.56,0.51,0.39,0.57,0.86,F1
