ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
HelmertEncoder,DTREE,3.9,3.95,4.75,4.5,5.0,5.6,4.4,3.9,IBA
HelmertEncoder,KNN,5.1,3.9,3.55,4.65,4.75,5.6,4.35,4.1,IBA
HelmertEncoder,SGD,6.2,4.75,3.35,4.25,3.9,4.4,4.3,4.85,IBA
HelmertEncoder,ABC,4.55,3.25,4.25,4.55,3.95,5.05,5.45,4.95,IBA
HelmertEncoder,MLP,5.3,3.6,3.6,3.25,4.05,5.45,5.35,5.4,IBA
HelmertEncoder,RF,4.0,3.1,4.5,4.05,4.9,5.1,4.9,5.45,IBA
HelmertEncoder,LRG,3.8,3.8,4.4,4.3,4.2,5.1,4.6,5.8,IBA
HelmertEncoder,SVM,6.65,4.35,3.3,4.1,4.1,4.35,3.25,5.9,IBA
,avarage,4.94,3.84,3.96,4.21,4.36,5.08,4.57,5.04,IBA
,std,1.07,0.54,0.57,0.44,0.45,0.49,0.7,0.74,IBA
