ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
SumEncoder,SVM,3.7,4.45,3.9,4.25,5.35,5.9,4.1,4.35,REC
SumEncoder,RF,3.9,4.7,4.6,3.8,5.15,4.65,4.75,4.45,REC
SumEncoder,DTREE,4.05,5.5,3.2,3.6,4.85,5.3,4.75,4.75,REC
SumEncoder,KNN,3.05,4.45,5.1,3.7,5.0,5.95,3.25,5.5,REC
SumEncoder,ABC,3.7,4.25,3.8,4.1,5.25,4.7,4.25,5.95,REC
SumEncoder,LRG,2.35,3.6,4.2,4.55,4.3,6.3,4.5,6.2,REC
SumEncoder,MLP,3.7,4.1,3.75,3.35,4.45,5.85,4.3,6.5,REC
SumEncoder,SGD,4.2,3.4,4.25,3.75,3.7,5.5,4.65,6.55,REC
,avarage,3.58,4.31,4.1,3.89,4.76,5.52,4.32,5.53,REC
,std,0.6,0.65,0.58,0.39,0.57,0.6,0.49,0.91,REC
