ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
MEstimateEncoder,KNN,5.0,3.6,4.65,4.4,4.75,4.25,5.75,3.6,IBA
MEstimateEncoder,DTREE,4.0,4.1,5.1,3.7,5.1,5.3,4.6,4.1,IBA
MEstimateEncoder,MLP,4.9,3.45,4.8,3.85,4.8,4.85,4.95,4.4,IBA
MEstimateEncoder,LRG,4.4,4.1,4.65,4.2,4.65,4.25,5.15,4.6,IBA
MEstimateEncoder,RF,4.25,3.35,4.8,3.85,5.5,3.9,5.35,5.0,IBA
MEstimateEncoder,SGD,5.15,2.85,4.65,3.45,4.95,4.7,5.2,5.05,IBA
MEstimateEncoder,ABC,3.9,3.6,4.9,3.9,4.6,5.1,4.9,5.1,IBA
MEstimateEncoder,SVM,6.75,3.95,3.45,4.6,3.3,3.8,4.45,5.7,IBA
,avarage,4.79,3.62,4.62,3.99,4.71,4.52,5.04,4.69,IBA
,std,0.92,0.43,0.5,0.38,0.64,0.55,0.42,0.66,IBA
