ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
SumEncoder,DTREE,5.05,5.25,3.55,3.95,4.75,5.15,5.25,3.05,IBA
SumEncoder,MLP,5.35,4.1,4.25,4.1,4.75,4.95,4.6,3.9,IBA
SumEncoder,KNN,5.6,4.1,4.6,3.5,4.3,5.2,4.7,4.0,IBA
SumEncoder,LRG,5.45,5.65,3.6,4.55,3.7,4.95,3.75,4.35,IBA
SumEncoder,RF,5.05,4.35,3.9,3.2,4.7,4.9,5.1,4.8,IBA
SumEncoder,ABC,4.95,3.95,3.6,4.2,4.25,4.05,6.15,4.85,IBA
SumEncoder,SVM,7.35,5.25,2.55,3.75,3.15,4.95,3.9,5.1,IBA
SumEncoder,SGD,6.1,3.9,4.5,3.85,3.85,4.9,3.55,5.35,IBA
,avarage,5.61,4.57,3.82,3.89,4.18,4.88,4.62,4.43,IBA
,std,0.79,0.7,0.66,0.42,0.58,0.35,0.88,0.75,IBA
