ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
SumEncoder,DTREE,5.45,5.05,3.45,3.95,4.85,4.95,5.15,3.15,SPE
SumEncoder,KNN,6.5,4.15,4.5,4.1,4.0,4.1,5.4,3.25,SPE
SumEncoder,MLP,5.65,4.6,4.75,4.05,4.15,4.75,4.75,3.3,SPE
SumEncoder,LRG,5.85,5.55,3.4,4.35,4.0,4.25,4.25,4.35,SPE
SumEncoder,SGD,6.55,4.15,4.95,3.8,4.3,4.25,3.5,4.5,SPE
SumEncoder,RF,5.15,3.75,4.1,3.4,4.85,5.0,4.9,4.85,SPE
SumEncoder,ABC,5.05,3.9,4.05,4.1,4.45,4.15,5.35,4.95,SPE
SumEncoder,SVM,7.25,5.45,2.95,3.75,3.35,4.55,3.7,5.0,SPE
,avarage,5.93,4.57,4.02,3.94,4.24,4.5,4.62,4.17,SPE
,std,0.77,0.7,0.71,0.29,0.49,0.36,0.73,0.81,SPE
