ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
MEstimateEncoder,DTREE,3.7,4.2,5.2,3.7,5.6,5.2,4.8,3.6,PRE
MEstimateEncoder,LRG,2.95,3.35,5.0,4.65,5.1,5.3,5.9,3.75,PRE
MEstimateEncoder,RF,3.35,3.55,5.55,4.35,5.5,4.8,5.0,3.9,PRE
MEstimateEncoder,KNN,4.1,3.8,4.65,4.7,4.55,4.75,5.25,4.2,PRE
MEstimateEncoder,MLP,3.7,3.4,5.1,4.0,5.4,5.5,4.3,4.6,PRE
MEstimateEncoder,SVM,4.85,4.75,4.35,4.1,4.5,4.3,4.25,4.9,PRE
MEstimateEncoder,ABC,3.4,3.5,5.6,3.9,5.1,5.1,4.4,5.0,PRE
MEstimateEncoder,SGD,4.35,3.45,4.35,3.75,5.4,5.8,3.5,5.4,PRE
,avarage,3.8,3.75,4.98,4.14,5.14,5.09,4.68,4.42,PRE
,std,0.61,0.49,0.49,0.39,0.42,0.47,0.73,0.65,PRE
