ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
GLMMEncoder,ABC,4.85,3.6,4.65,4.0,5.3,5.05,5.2,3.35,SPE
GLMMEncoder,MLP,5.9,4.55,3.75,3.75,4.7,4.0,5.55,3.8,SPE
GLMMEncoder,LRG,5.6,4.8,4.55,4.8,4.05,4.2,4.1,3.9,SPE
GLMMEncoder,KNN,6.7,4.1,3.7,4.6,3.85,3.45,5.6,4.0,SPE
GLMMEncoder,SGD,6.2,4.2,4.25,4.4,4.85,4.55,3.05,4.5,SPE
GLMMEncoder,RF,4.4,3.8,5.2,3.75,4.95,3.8,5.55,4.55,SPE
GLMMEncoder,DTREE,4.2,3.8,4.7,5.1,5.45,4.35,3.75,4.65,SPE
GLMMEncoder,SVM,6.8,4.85,3.3,4.3,3.3,4.4,3.25,5.8,SPE
,avarage,5.58,4.21,4.26,4.34,4.56,4.22,4.51,4.32,SPE
,std,1.0,0.48,0.63,0.49,0.75,0.49,1.09,0.74,SPE
