ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
OneHotEncoder,RF,3.5,4.3,4.9,4.35,4.35,5.15,4.85,4.6,REC
OneHotEncoder,MLP,3.75,4.15,4.3,3.85,4.0,5.85,5.15,4.95,REC
OneHotEncoder,LRG,3.0,4.95,3.5,3.6,3.95,5.2,6.75,5.05,REC
OneHotEncoder,KNN,2.6,4.0,4.25,4.7,5.25,5.75,4.35,5.1,REC
OneHotEncoder,ABC,3.6,3.95,5.35,4.85,3.65,5.4,4.0,5.2,REC
OneHotEncoder,DTREE,2.95,4.55,3.15,3.5,4.05,6.45,5.55,5.8,REC
OneHotEncoder,SVM,3.65,4.2,3.4,5.2,4.15,4.65,4.8,5.95,REC
OneHotEncoder,SGD,4.1,3.35,4.0,3.7,3.8,5.85,5.1,6.1,REC
,avarage,3.39,4.18,4.11,4.22,4.15,5.54,5.07,5.34,REC
,std,0.5,0.47,0.76,0.65,0.49,0.55,0.83,0.54,REC
