ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
HashingEncoder,ABC,2.1,2.35,5.75,5.85,5.25,6.25,4.2,4.25,PRE
HashingEncoder,KNN,3.7,3.7,4.4,5.4,4.1,5.0,4.8,4.9,PRE
HashingEncoder,MLP,2.7,2.45,3.85,5.35,4.45,6.0,5.9,5.3,PRE
HashingEncoder,LRG,2.2,2.5,4.55,5.25,4.6,5.95,5.55,5.4,PRE
HashingEncoder,SGD,4.55,3.25,3.9,3.5,5.05,5.8,4.05,5.9,PRE
HashingEncoder,RF,2.4,3.3,5.1,4.5,4.55,6.0,4.15,6.0,PRE
HashingEncoder,SVM,4.75,3.75,3.45,4.75,3.25,5.75,4.3,6.0,PRE
HashingEncoder,DTREE,2.45,2.3,4.95,5.2,4.55,5.2,5.1,6.25,PRE
,avarage,3.11,2.95,4.49,4.98,4.48,5.74,4.76,5.5,PRE
,std,1.07,0.62,0.76,0.72,0.61,0.43,0.7,0.68,PRE
