ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
BinaryEncoder,RF,3.3,3.8,5.7,3.7,4.4,6.2,5.2,3.7,F1
BinaryEncoder,ABC,3.9,4.35,4.95,4.6,4.7,5.5,4.3,3.7,F1
BinaryEncoder,KNN,3.1,4.5,5.2,4.7,3.9,5.3,4.5,4.8,F1
BinaryEncoder,MLP,3.95,4.15,4.85,3.55,4.45,5.25,4.75,5.05,F1
BinaryEncoder,LRG,2.8,4.3,4.3,4.4,4.1,5.8,5.2,5.1,F1
BinaryEncoder,SGD,3.55,2.95,4.5,4.55,4.0,6.0,5.35,5.1,F1
BinaryEncoder,SVM,4.05,4.0,4.6,4.3,4.05,5.55,4.15,5.3,F1
BinaryEncoder,DTREE,2.3,3.6,4.3,5.0,4.65,6.15,4.65,5.35,F1
,avarage,3.37,3.96,4.8,4.35,4.28,5.72,4.76,4.76,F1
,std,0.62,0.5,0.48,0.49,0.31,0.37,0.45,0.68,F1
