ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
CatBoostEncoder,MLP,4.8,3.85,4.75,4.75,4.6,5.35,3.9,4.0,IBA
CatBoostEncoder,RF,4.35,3.65,3.35,4.8,4.7,5.7,5.4,4.05,IBA
CatBoostEncoder,KNN,5.4,4.1,4.05,3.35,4.85,4.8,5.35,4.1,IBA
CatBoostEncoder,ABC,4.6,3.9,4.7,5.1,4.3,5.45,3.7,4.25,IBA
CatBoostEncoder,LRG,4.7,4.7,3.9,3.95,4.9,4.9,4.55,4.4,IBA
CatBoostEncoder,SGD,5.2,3.15,3.55,5.65,4.55,5.5,3.95,4.45,IBA
CatBoostEncoder,SVM,7.25,4.15,3.25,4.05,3.7,4.95,3.85,4.8,IBA
CatBoostEncoder,DTREE,3.15,3.1,5.4,3.9,4.9,5.2,4.15,6.2,IBA
,avarage,4.93,3.82,4.12,4.44,4.56,5.23,4.36,4.53,IBA
,std,1.16,0.53,0.77,0.76,0.4,0.32,0.68,0.72,IBA
