ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
BaseNEncoder,RF,4.75,4.05,4.75,5.15,3.95,5.9,3.8,3.65,GEO
BaseNEncoder,KNN,5.3,3.9,4.0,5.0,3.9,4.5,5.6,3.8,GEO
BaseNEncoder,SVM,7.35,4.5,2.7,3.75,3.85,5.05,4.9,3.9,GEO
BaseNEncoder,MLP,5.9,4.25,3.8,3.05,5.25,5.3,4.45,4.0,GEO
BaseNEncoder,ABC,5.85,5.05,4.05,3.65,3.35,4.15,5.05,4.85,GEO
BaseNEncoder,SGD,6.15,4.0,3.85,2.8,4.35,5.15,4.35,5.35,GEO
BaseNEncoder,LRG,5.0,4.9,3.6,4.6,3.45,5.1,3.95,5.4,GEO
BaseNEncoder,DTREE,3.5,3.3,3.0,4.95,4.25,5.45,5.35,6.2,GEO
,avarage,5.48,4.24,3.72,4.12,4.04,5.07,4.68,4.64,GEO
,std,1.13,0.57,0.64,0.93,0.6,0.54,0.65,0.94,GEO
