ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
BaseNEncoder,RF,2.75,3.85,4.85,5.45,4.25,6.5,4.4,3.95,PRE
BaseNEncoder,SVM,4.65,4.1,3.9,4.45,4.15,5.75,4.7,4.3,PRE
BaseNEncoder,MLP,4.5,4.4,3.9,2.7,5.5,5.7,4.7,4.6,PRE
BaseNEncoder,ABC,4.65,5.15,4.35,3.85,3.95,4.65,4.75,4.65,PRE
BaseNEncoder,KNN,3.7,3.3,4.3,5.4,4.2,5.1,5.1,4.9,PRE
BaseNEncoder,LRG,3.1,4.4,4.1,4.9,3.85,5.8,4.75,5.1,PRE
BaseNEncoder,SGD,5.3,3.9,3.55,3.35,4.2,5.8,3.65,6.25,PRE
BaseNEncoder,DTREE,2.9,3.2,3.4,5.3,4.05,5.5,5.35,6.3,PRE
,avarage,3.94,4.04,4.04,4.43,4.27,5.6,4.68,5.01,PRE
,std,0.96,0.63,0.46,1.03,0.52,0.55,0.5,0.86,PRE
