ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
HashingEncoder,KNN,2.7,4.05,5.1,4.65,5.25,5.95,4.1,4.2,REC
HashingEncoder,ABC,2.0,2.35,5.75,5.4,5.55,6.25,4.0,4.7,REC
HashingEncoder,LRG,1.8,2.5,4.75,4.9,5.4,6.1,5.7,4.85,REC
HashingEncoder,MLP,2.15,2.55,4.35,5.45,4.65,6.0,5.7,5.15,REC
HashingEncoder,SVM,2.8,3.8,4.45,5.0,4.35,5.25,4.95,5.4,REC
HashingEncoder,SGD,3.3,3.2,3.85,4.4,5.6,5.55,4.15,5.95,REC
HashingEncoder,RF,1.8,3.25,5.15,4.65,4.65,6.1,4.2,6.2,REC
HashingEncoder,DTREE,2.05,2.85,4.6,5.05,4.7,5.35,5.05,6.35,REC
,avarage,2.32,3.07,4.75,4.94,5.02,5.82,4.73,5.35,REC
,std,0.55,0.62,0.58,0.37,0.48,0.38,0.72,0.77,REC
