ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
JamesSteinEncoder,LRG,4.3,4.2,5.1,4.2,4.05,5.25,5.1,3.8,IBA
JamesSteinEncoder,KNN,5.2,3.7,3.75,5.0,4.85,4.75,4.65,4.1,IBA
JamesSteinEncoder,SGD,4.85,3.25,3.6,4.7,4.55,4.5,5.9,4.65,IBA
JamesSteinEncoder,RF,4.55,3.95,4.35,4.15,5.55,4.15,4.5,4.8,IBA
JamesSteinEncoder,MLP,4.45,3.0,3.35,4.75,6.05,4.7,4.9,4.8,IBA
JamesSteinEncoder,DTREE,4.15,4.55,4.0,4.5,4.25,5.9,3.5,5.15,IBA
JamesSteinEncoder,ABC,3.8,2.9,4.3,4.3,4.4,5.45,5.7,5.15,IBA
JamesSteinEncoder,SVM,6.85,4.6,3.1,4.25,4.1,4.3,3.4,5.4,IBA
,avarage,4.77,3.77,3.94,4.48,4.72,4.88,4.71,4.73,IBA
,std,0.94,0.67,0.64,0.31,0.72,0.61,0.91,0.55,IBA
