ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
OneHotEncoder,KNN,5.3,3.8,3.7,5.2,5.1,4.8,4.4,3.7,GEO
OneHotEncoder,RF,5.9,5.0,4.2,4.1,3.95,3.8,4.6,4.45,GEO
OneHotEncoder,ABC,5.7,4.5,5.0,4.05,3.25,4.75,4.3,4.45,GEO
OneHotEncoder,MLP,5.55,4.5,4.45,3.45,3.45,5.25,4.7,4.65,GEO
OneHotEncoder,LRG,5.55,5.95,3.75,2.8,3.75,4.5,5.0,4.7,GEO
OneHotEncoder,SGD,6.35,4.1,4.5,3.05,3.45,4.45,4.6,5.5,GEO
OneHotEncoder,SVM,7.45,4.6,2.6,3.7,3.55,4.15,4.35,5.6,GEO
OneHotEncoder,DTREE,4.3,4.8,3.7,3.8,3.0,5.65,5.0,5.75,GEO
,avarage,5.76,4.66,3.99,3.77,3.69,4.67,4.62,4.85,GEO
,std,0.9,0.64,0.73,0.74,0.64,0.59,0.27,0.71,GEO
