ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
BaseNEncoder,RF,3.45,3.85,5.15,5.15,4.45,6.9,3.9,3.15,F1
BaseNEncoder,ABC,3.75,4.45,5.15,4.55,4.55,5.35,4.55,3.65,F1
BaseNEncoder,SVM,4.15,3.8,4.1,4.45,4.75,5.55,5.1,4.1,F1
BaseNEncoder,DTREE,2.4,3.7,3.3,5.5,4.25,6.6,5.95,4.3,F1
BaseNEncoder,KNN,2.8,4.1,5.1,4.7,4.4,5.8,4.7,4.4,F1
BaseNEncoder,LRG,2.75,4.55,4.25,5.05,3.8,6.05,4.6,4.95,F1
BaseNEncoder,MLP,4.1,3.7,4.0,3.1,5.4,5.9,4.6,5.2,F1
BaseNEncoder,SGD,4.3,3.4,3.85,4.1,4.0,5.9,5.0,5.45,F1
,avarage,3.46,3.94,4.36,4.57,4.45,6.01,4.8,4.4,F1
,std,0.73,0.4,0.7,0.74,0.49,0.52,0.59,0.78,F1
