ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
OrdinalEncoder,DTREE,3.15,3.25,4.45,4.95,3.45,6.35,6.05,4.35,GEO
OrdinalEncoder,SGD,5.65,3.8,3.35,3.85,5.45,5.45,4.05,4.4,GEO
OrdinalEncoder,KNN,5.4,4.2,4.05,4.55,3.55,4.8,4.55,4.9,GEO
OrdinalEncoder,SVM,6.85,4.3,2.65,4.85,4.5,4.95,2.6,5.3,GEO
OrdinalEncoder,RF,3.95,3.45,4.45,4.9,4.85,4.65,4.4,5.35,GEO
OrdinalEncoder,MLP,4.05,2.4,4.05,4.8,4.0,5.4,5.7,5.6,GEO
OrdinalEncoder,ABC,5.4,4.5,3.4,3.6,2.9,4.6,5.9,5.7,GEO
OrdinalEncoder,LRG,4.2,3.5,3.95,4.3,4.6,4.3,5.15,6.0,GEO
,avarage,4.83,3.68,3.79,4.48,4.16,5.06,4.8,5.2,GEO
,std,1.2,0.68,0.62,0.51,0.84,0.65,1.15,0.6,GEO
