ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
CatBoostEncoder,KNN,5.6,3.8,4.0,4.3,4.65,4.1,5.75,3.8,SPE
CatBoostEncoder,LRG,5.35,4.5,4.2,4.05,4.9,4.25,4.75,4.0,SPE
CatBoostEncoder,SVM,7.45,5.35,3.45,4.45,3.05,4.05,4.15,4.05,SPE
CatBoostEncoder,RF,4.45,3.65,3.15,4.7,4.6,5.8,5.3,4.35,SPE
CatBoostEncoder,MLP,5.2,4.15,4.45,4.95,3.7,4.75,4.3,4.5,SPE
CatBoostEncoder,ABC,5.0,4.4,4.2,5.2,4.2,4.35,3.8,4.85,SPE
CatBoostEncoder,DTREE,3.6,3.2,5.3,4.4,5.0,5.4,4.2,4.9,SPE
CatBoostEncoder,SGD,5.8,3.15,3.2,4.55,4.8,5.8,3.75,4.95,SPE
,avarage,5.31,4.02,3.99,4.57,4.36,4.81,4.5,4.43,SPE
,std,1.11,0.73,0.72,0.37,0.68,0.75,0.71,0.45,SPE
