ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
CatBoostEncoder,ABC,3.7,3.7,5.3,5.5,4.6,5.45,3.4,4.35,F1
CatBoostEncoder,DTREE,2.8,3.6,5.6,3.5,5.5,5.7,4.2,5.1,F1
CatBoostEncoder,MLP,3.0,3.05,5.25,4.25,5.1,5.85,4.4,5.1,F1
CatBoostEncoder,LRG,2.9,3.8,4.0,4.05,5.4,5.3,5.25,5.3,F1
CatBoostEncoder,RF,3.05,3.5,3.7,4.4,5.1,5.9,4.9,5.45,F1
CatBoostEncoder,KNN,2.8,3.9,4.65,3.95,5.15,5.8,4.25,5.5,F1
CatBoostEncoder,SGD,4.1,3.2,4.0,4.65,4.5,4.6,5.1,5.85,F1
CatBoostEncoder,SVM,3.95,3.55,3.45,3.75,5.0,5.55,4.85,5.9,F1
,avarage,3.29,3.54,4.49,4.26,5.04,5.52,4.54,5.32,F1
,std,0.54,0.29,0.82,0.62,0.35,0.43,0.61,0.49,F1
