ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
GLMMEncoder,DTREE,3.1,4.4,4.0,4.55,4.65,5.25,5.15,4.9,REC
GLMMEncoder,ABC,3.05,3.65,4.55,4.6,4.9,6.0,4.35,4.9,REC
GLMMEncoder,RF,2.6,3.8,4.65,3.85,5.05,5.35,5.75,4.95,REC
GLMMEncoder,LRG,3.2,3.7,4.4,4.5,4.6,5.6,5.0,5.0,REC
GLMMEncoder,SVM,3.55,4.55,3.6,4.4,4.8,5.85,4.15,5.1,REC
GLMMEncoder,KNN,3.0,4.7,4.75,4.4,4.55,5.55,3.9,5.15,REC
GLMMEncoder,SGD,4.25,4.05,4.45,3.8,4.35,4.95,4.55,5.6,REC
GLMMEncoder,MLP,3.4,4.25,4.0,3.75,4.1,5.15,5.7,5.65,REC
,avarage,3.27,4.14,4.3,4.23,4.62,5.46,4.82,5.16,REC
,std,0.49,0.4,0.39,0.36,0.3,0.36,0.69,0.3,REC
