ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
MEstimateEncoder,KNN,4.9,3.3,4.65,4.4,4.65,4.15,5.85,4.1,IBA
MEstimateEncoder,MLP,4.8,3.45,4.9,3.85,5.0,4.85,4.95,4.2,IBA
MEstimateEncoder,RF,4.35,3.35,5.0,4.05,5.5,3.9,5.45,4.4,IBA
MEstimateEncoder,ABC,3.8,3.5,5.1,4.1,4.7,5.3,5.0,4.5,IBA
MEstimateEncoder,DTREE,4.1,4.1,5.2,3.4,5.0,5.2,4.4,4.6,IBA
MEstimateEncoder,LRG,4.3,4.2,4.55,4.3,4.65,4.15,5.05,4.8,IBA
MEstimateEncoder,SVM,6.75,4.15,3.55,4.7,3.4,4.0,4.45,5.0,IBA
MEstimateEncoder,SGD,5.0,2.9,4.6,3.4,4.9,4.75,5.15,5.3,IBA
,avarage,4.75,3.62,4.69,4.02,4.72,4.54,5.04,4.61,IBA
,std,0.91,0.48,0.52,0.46,0.6,0.56,0.48,0.41,IBA
