ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
BinaryEncoder,MLP,3.95,4.15,5.15,3.85,4.75,5.55,4.85,3.75,F1
BinaryEncoder,RF,3.4,3.8,5.4,3.9,4.2,6.3,5.1,3.9,F1
BinaryEncoder,ABC,3.9,4.25,4.95,4.5,4.7,5.5,4.2,4.0,F1
BinaryEncoder,SVM,4.05,4.3,4.7,4.3,4.15,5.45,4.45,4.6,F1
BinaryEncoder,LRG,2.75,4.45,4.35,4.35,4.25,6.05,5.15,4.65,F1
BinaryEncoder,DTREE,2.3,3.6,4.3,5.2,4.75,6.35,4.55,4.95,F1
BinaryEncoder,KNN,3.1,4.4,5.2,4.7,3.9,5.2,4.5,5.0,F1
BinaryEncoder,SGD,3.5,2.9,4.35,4.55,4.1,5.7,5.3,5.6,F1
,avarage,3.37,3.98,4.8,4.42,4.35,5.76,4.76,4.56,F1
,std,0.62,0.53,0.44,0.44,0.33,0.42,0.39,0.64,F1
