ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
CatBoostEncoder,KNN,5.5,4.2,4.15,3.55,4.85,4.8,5.65,3.3,IBA
CatBoostEncoder,LRG,4.9,4.8,4.0,4.05,5.0,5.0,4.65,3.6,IBA
CatBoostEncoder,ABC,4.7,4.0,4.6,5.1,4.2,5.55,3.8,4.05,IBA
CatBoostEncoder,MLP,4.7,3.75,4.75,4.75,4.6,5.25,4.1,4.1,IBA
CatBoostEncoder,RF,4.35,3.65,3.15,4.6,4.5,5.7,5.3,4.75,IBA
CatBoostEncoder,DTREE,3.2,3.2,5.4,4.3,5.2,5.5,4.3,4.9,IBA
CatBoostEncoder,SGD,5.05,3.0,3.25,5.3,4.5,5.4,3.8,5.7,IBA
CatBoostEncoder,SVM,7.25,3.95,3.25,3.85,3.5,4.55,3.75,5.9,IBA
,avarage,4.96,3.82,4.07,4.44,4.54,5.22,4.42,4.54,IBA
,std,1.14,0.57,0.82,0.61,0.53,0.4,0.72,0.94,IBA
