ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
BinaryEncoder,KNN,5.6,4.2,4.2,5.1,3.6,4.0,5.6,3.7,IBA
BinaryEncoder,RF,4.6,3.9,5.0,3.7,4.6,5.1,5.3,3.8,IBA
BinaryEncoder,SGD,6.3,3.8,3.7,4.15,4.7,4.6,4.65,4.1,IBA
BinaryEncoder,ABC,5.5,4.55,4.05,3.7,4.0,4.9,5.1,4.2,IBA
BinaryEncoder,SVM,7.35,4.2,3.1,3.6,3.35,5.55,4.35,4.5,IBA
BinaryEncoder,MLP,5.15,3.85,4.45,4.0,4.0,4.75,4.65,5.15,IBA
BinaryEncoder,DTREE,3.5,3.5,4.0,5.0,4.35,6.25,3.95,5.45,IBA
BinaryEncoder,LRG,5.1,5.0,4.0,3.6,3.4,4.8,4.4,5.7,IBA
,avarage,5.39,4.12,4.06,4.11,4.0,4.99,4.75,4.57,IBA
,std,1.14,0.48,0.55,0.61,0.52,0.67,0.55,0.77,IBA
