ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
HashingEncoder,ABC,2.0,2.2,5.75,5.75,5.75,6.05,4.0,4.5,F1
HashingEncoder,KNN,2.8,4.1,5.0,4.5,4.8,5.7,4.5,4.6,F1
HashingEncoder,MLP,2.75,2.4,3.9,5.6,4.65,6.3,5.8,4.6,F1
HashingEncoder,LRG,2.15,2.45,4.8,4.7,5.15,6.5,5.6,4.65,F1
HashingEncoder,DTREE,2.4,2.9,4.9,5.35,4.8,5.45,5.15,5.05,F1
HashingEncoder,RF,2.3,3.4,5.3,4.7,4.55,6.3,4.3,5.15,F1
HashingEncoder,SGD,3.55,2.85,3.6,4.3,5.55,6.0,4.55,5.6,F1
HashingEncoder,SVM,3.45,3.55,3.95,4.55,4.35,5.55,4.8,5.8,F1
,avarage,2.68,2.98,4.65,4.93,4.95,5.98,4.84,4.99,F1
,std,0.58,0.66,0.76,0.55,0.49,0.38,0.63,0.5,F1
