ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
OneHotEncoder,RF,3.9,4.8,4.85,4.2,3.65,5.2,5.25,4.15,PRE
OneHotEncoder,SGD,6.0,3.65,4.15,3.7,3.5,5.75,5.05,4.2,PRE
OneHotEncoder,SVM,4.95,4.9,3.0,5.05,4.15,4.95,4.5,4.5,PRE
OneHotEncoder,MLP,4.85,4.55,3.55,3.85,3.55,5.75,5.15,4.75,PRE
OneHotEncoder,LRG,3.8,5.25,3.8,3.0,3.65,5.35,6.25,4.9,PRE
OneHotEncoder,KNN,4.5,4.1,3.3,5.0,3.9,5.0,5.1,5.1,PRE
OneHotEncoder,ABC,4.3,4.4,4.9,4.8,3.4,5.15,3.9,5.15,PRE
OneHotEncoder,DTREE,4.1,4.4,3.5,3.45,3.45,6.45,5.3,5.35,PRE
,avarage,4.55,4.51,3.88,4.13,3.66,5.45,5.06,4.76,PRE
,std,0.72,0.5,0.7,0.76,0.25,0.51,0.67,0.45,PRE
