ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
MEstimateEncoder,DTREE,3.7,4.2,5.2,3.6,5.5,5.2,4.6,4.0,PRE
MEstimateEncoder,RF,3.25,3.55,5.35,4.25,5.5,4.8,5.0,4.3,PRE
MEstimateEncoder,KNN,3.9,3.7,4.65,4.7,4.65,4.75,5.35,4.3,PRE
MEstimateEncoder,LRG,2.8,3.3,4.85,4.7,4.95,5.05,5.95,4.4,PRE
MEstimateEncoder,SGD,4.45,3.55,4.3,3.8,5.65,5.7,3.7,4.85,PRE
MEstimateEncoder,ABC,3.4,3.5,5.5,3.9,5.0,5.1,4.5,5.1,PRE
MEstimateEncoder,SVM,4.85,4.55,4.15,4.2,4.5,4.5,4.15,5.1,PRE
MEstimateEncoder,MLP,3.7,3.45,4.8,3.95,5.2,5.35,4.05,5.5,PRE
,avarage,3.76,3.72,4.85,4.14,5.12,5.06,4.66,4.69,PRE
,std,0.65,0.43,0.48,0.4,0.42,0.38,0.74,0.52,PRE
