ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
BinaryEncoder,KNN,6.65,4.1,4.0,5.45,3.35,3.55,5.95,2.95,SPE
BinaryEncoder,ABC,5.85,4.85,3.55,3.9,4.35,4.7,4.85,3.95,SPE
BinaryEncoder,MLP,5.45,4.15,4.65,4.6,3.95,4.35,4.9,3.95,SPE
BinaryEncoder,RF,4.8,4.0,4.7,3.8,4.7,4.8,5.0,4.2,SPE
BinaryEncoder,SVM,7.35,4.6,3.1,3.7,3.05,4.45,4.65,5.1,SPE
BinaryEncoder,SGD,5.85,3.8,4.25,4.2,4.8,3.7,4.25,5.15,SPE
BinaryEncoder,DTREE,4.0,3.7,4.1,4.9,4.45,5.75,3.75,5.35,SPE
BinaryEncoder,LRG,5.55,4.95,3.7,3.55,3.0,4.95,4.15,6.15,SPE
,avarage,5.69,4.27,4.01,4.26,3.96,4.53,4.69,4.6,SPE
,std,1.03,0.47,0.55,0.67,0.73,0.7,0.67,1.02,SPE
