ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
SumEncoder,SGD,6.55,4.4,4.7,3.85,4.1,5.1,4.05,3.25,GEO
SumEncoder,RF,5.15,4.25,4.1,3.3,5.0,4.9,5.3,4.0,GEO
SumEncoder,MLP,5.45,3.95,4.4,3.9,4.65,4.85,4.7,4.1,GEO
SumEncoder,SVM,7.45,5.35,2.55,3.85,3.35,4.85,4.2,4.4,GEO
SumEncoder,KNN,5.6,4.2,4.5,3.4,4.2,4.8,4.6,4.7,GEO
SumEncoder,LRG,5.6,5.8,3.55,4.5,3.35,4.8,3.6,4.8,GEO
SumEncoder,DTREE,4.65,5.05,3.25,3.85,4.45,4.75,5.15,4.85,GEO
SumEncoder,ABC,4.85,4.15,3.7,4.1,4.15,3.65,5.95,5.45,GEO
,avarage,5.66,4.64,3.84,3.84,4.16,4.71,4.69,4.44,GEO
,std,0.92,0.67,0.72,0.38,0.58,0.44,0.76,0.67,GEO
