ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
MEstimateEncoder,KNN,5.2,3.6,4.35,4.7,4.85,3.95,5.95,3.4,GEO
MEstimateEncoder,LRG,4.5,4.4,4.85,4.4,4.85,4.35,5.15,3.5,GEO
MEstimateEncoder,RF,4.55,3.75,5.35,3.85,5.5,3.8,5.3,3.9,GEO
MEstimateEncoder,DTREE,4.0,4.2,5.2,3.7,5.1,5.2,4.6,4.0,GEO
MEstimateEncoder,MLP,5.0,3.35,4.9,3.85,5.0,4.85,4.75,4.3,GEO
MEstimateEncoder,SVM,6.75,4.25,3.75,4.8,3.6,4.0,4.55,4.3,GEO
MEstimateEncoder,SGD,5.15,3.25,4.5,3.3,5.35,5.25,4.65,4.55,GEO
MEstimateEncoder,ABC,3.9,3.5,4.6,3.9,4.3,5.0,5.1,5.7,GEO
,avarage,4.88,3.79,4.69,4.06,4.82,4.55,5.01,4.21,GEO
,std,0.9,0.44,0.51,0.52,0.61,0.59,0.47,0.72,GEO
