ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
BaseNEncoder,RF,2.95,3.95,4.95,5.45,4.45,6.5,4.5,3.25,PRE
BaseNEncoder,ABC,4.75,5.25,4.45,3.9,4.15,4.85,5.05,3.6,PRE
BaseNEncoder,KNN,3.8,3.3,4.5,5.5,4.4,5.2,5.3,4.0,PRE
BaseNEncoder,MLP,4.6,4.4,4.0,2.85,5.5,5.8,4.8,4.05,PRE
BaseNEncoder,SVM,4.65,4.0,3.9,4.45,4.25,5.65,4.7,4.4,PRE
BaseNEncoder,DTREE,3.2,3.5,3.5,5.6,4.25,5.6,5.55,4.8,PRE
BaseNEncoder,LRG,3.1,4.5,4.0,4.7,3.75,5.7,4.65,5.6,PRE
BaseNEncoder,SGD,5.55,4.05,3.7,3.3,4.1,5.65,3.8,5.85,PRE
,avarage,4.07,4.12,4.12,4.47,4.36,5.62,4.79,4.44,PRE
,std,0.95,0.61,0.48,1.05,0.51,0.48,0.53,0.92,PRE
