ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
HashingEncoder,ABC,2.1,2.35,5.65,5.95,5.25,6.15,4.2,4.35,PRE
HashingEncoder,KNN,3.7,3.6,4.5,5.6,4.4,5.0,4.8,4.4,PRE
HashingEncoder,MLP,2.8,2.55,3.85,5.25,4.35,6.0,5.8,5.4,PRE
HashingEncoder,LRG,2.2,2.4,4.45,5.05,4.6,6.05,5.55,5.7,PRE
HashingEncoder,SGD,4.55,3.45,3.95,3.5,5.05,5.6,4.05,5.85,PRE
HashingEncoder,SVM,4.75,3.85,3.45,4.75,3.15,5.75,4.4,5.9,PRE
HashingEncoder,DTREE,2.35,2.25,4.95,5.2,4.75,5.1,5.2,6.2,PRE
HashingEncoder,RF,2.3,3.3,5.1,4.5,4.55,5.8,4.05,6.4,PRE
,avarage,3.09,2.97,4.49,4.98,4.51,5.68,4.76,5.52,PRE
,std,1.09,0.65,0.73,0.75,0.63,0.43,0.69,0.77,PRE
