ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
CatBoostEncoder,ABC,3.6,3.9,5.5,5.6,4.5,5.3,3.3,4.3,REC
CatBoostEncoder,RF,2.65,3.7,4.2,4.6,5.45,6.0,4.65,4.75,REC
CatBoostEncoder,SGD,3.75,3.35,4.5,4.65,4.5,5.1,5.05,5.1,REC
CatBoostEncoder,LRG,2.3,3.55,4.15,4.1,5.5,5.6,5.6,5.2,REC
CatBoostEncoder,MLP,2.9,3.15,5.3,4.25,4.95,5.95,4.3,5.2,REC
CatBoostEncoder,KNN,2.45,3.9,4.7,4.1,5.2,5.95,4.2,5.5,REC
CatBoostEncoder,SVM,3.65,3.6,3.7,4.05,4.75,5.8,4.9,5.55,REC
CatBoostEncoder,DTREE,2.75,3.7,5.5,3.2,5.3,5.4,3.85,6.3,REC
,avarage,3.01,3.61,4.69,4.32,5.02,5.64,4.48,5.24,REC
,std,0.58,0.26,0.68,0.68,0.4,0.34,0.73,0.59,REC
