ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
HelmertEncoder,DTREE,3.25,4.8,4.55,4.1,4.8,5.4,4.9,4.2,REC
HelmertEncoder,KNN,3.1,4.35,4.7,3.95,5.5,6.25,3.45,4.7,REC
HelmertEncoder,SVM,3.35,4.4,4.45,4.15,5.25,5.35,3.95,5.1,REC
HelmertEncoder,ABC,3.1,3.6,4.4,4.55,4.6,5.55,4.9,5.3,REC
HelmertEncoder,RF,2.7,3.9,4.85,3.75,4.7,5.4,5.35,5.35,REC
HelmertEncoder,SGD,4.3,4.2,4.55,4.5,5.1,4.1,3.85,5.4,REC
HelmertEncoder,MLP,3.55,3.3,5.05,4.15,3.85,6.0,4.6,5.5,REC
HelmertEncoder,LRG,2.1,3.05,5.25,4.15,4.55,5.9,5.05,5.95,REC
,avarage,3.18,3.95,4.72,4.16,4.79,5.49,4.51,5.19,REC
,std,0.64,0.6,0.3,0.26,0.51,0.65,0.67,0.53,REC
