ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
OrdinalEncoder,SGD,5.7,3.95,3.4,3.9,5.2,5.7,4.1,4.05,IBA
OrdinalEncoder,MLP,4.25,2.6,4.35,5.0,4.1,5.6,6.0,4.1,IBA
OrdinalEncoder,RF,4.05,3.55,4.45,4.8,5.15,5.05,4.5,4.45,IBA
OrdinalEncoder,ABC,5.55,4.75,3.45,3.65,3.05,4.95,6.15,4.45,IBA
OrdinalEncoder,SVM,6.85,4.55,2.9,4.95,4.5,4.95,2.6,4.7,IBA
OrdinalEncoder,KNN,5.1,3.9,4.15,4.45,3.55,5.0,4.75,5.1,IBA
OrdinalEncoder,LRG,4.1,3.6,3.95,4.4,4.7,4.2,5.15,5.9,IBA
OrdinalEncoder,DTREE,2.8,3.15,4.15,4.6,3.2,5.8,5.6,6.7,IBA
,avarage,4.8,3.76,3.85,4.47,4.18,5.16,4.86,4.93,IBA
,std,1.25,0.7,0.54,0.48,0.84,0.53,1.16,0.93,IBA
