ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
MEstimateEncoder,DTREE,3.6,4.1,5.2,3.7,5.6,5.4,4.7,3.7,PRE
MEstimateEncoder,SGD,4.65,3.65,4.55,3.8,5.7,5.9,3.7,4.05,PRE
MEstimateEncoder,KNN,4.1,3.8,4.65,4.6,4.65,4.75,5.25,4.2,PRE
MEstimateEncoder,LRG,2.8,3.2,4.75,4.6,5.05,5.15,5.85,4.6,PRE
MEstimateEncoder,ABC,3.4,3.6,5.6,4.0,5.2,5.0,4.5,4.7,PRE
MEstimateEncoder,RF,3.35,3.45,5.35,4.05,5.5,4.6,4.9,4.8,PRE
MEstimateEncoder,MLP,3.6,3.55,4.8,3.95,5.1,5.35,4.05,5.6,PRE
MEstimateEncoder,SVM,4.65,4.45,4.05,4.1,4.4,4.1,4.15,6.1,PRE
,avarage,3.77,3.72,4.87,4.1,5.15,5.03,4.64,4.72,PRE
,std,0.65,0.39,0.49,0.33,0.46,0.55,0.7,0.8,PRE
