ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
BinaryEncoder,ABC,4.65,5.05,4.45,4.35,3.95,5.35,4.65,3.55,PRE
BinaryEncoder,KNN,4.1,3.9,4.8,5.4,3.8,5.0,5.2,3.8,PRE
BinaryEncoder,MLP,4.15,4.15,5.05,4.15,4.25,5.65,4.65,3.95,PRE
BinaryEncoder,SVM,4.85,4.5,3.9,4.3,3.65,5.85,4.75,4.2,PRE
BinaryEncoder,RF,2.8,3.6,5.5,3.7,4.7,6.2,5.0,4.5,PRE
BinaryEncoder,SGD,5.05,3.4,3.05,4.25,4.8,5.6,5.2,4.65,PRE
BinaryEncoder,LRG,3.05,4.65,4.45,4.15,3.75,5.95,5.0,5.0,PRE
BinaryEncoder,DTREE,2.8,3.1,4.3,4.8,4.75,6.25,4.65,5.35,PRE
,avarage,3.93,4.04,4.44,4.39,4.21,5.73,4.89,4.38,PRE
,std,0.93,0.67,0.74,0.51,0.48,0.42,0.24,0.62,PRE
