ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
HelmertEncoder,DTREE,4.3,3.6,4.8,4.6,4.7,5.7,4.6,3.7,SPE
HelmertEncoder,SGD,6.55,4.6,3.7,3.7,4.35,4.95,4.35,3.8,SPE
HelmertEncoder,KNN,6.15,4.15,3.0,4.7,4.2,4.65,5.3,3.85,SPE
HelmertEncoder,MLP,5.8,3.9,3.8,3.3,4.55,5.45,5.3,3.9,SPE
HelmertEncoder,SVM,7.15,5.35,3.6,4.6,3.6,3.75,3.35,4.6,SPE
HelmertEncoder,ABC,4.65,3.05,4.45,4.45,4.35,5.05,5.35,4.65,SPE
HelmertEncoder,RF,4.0,3.2,4.65,4.3,4.5,5.15,5.2,5.0,SPE
HelmertEncoder,LRG,4.3,3.95,4.2,4.75,4.3,4.6,4.9,5.0,SPE
,avarage,5.36,3.98,4.02,4.3,4.32,4.91,4.79,4.31,SPE
,std,1.2,0.75,0.61,0.52,0.33,0.6,0.69,0.56,SPE
