ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
OneHotEncoder,KNN,6.9,4.0,3.1,5.2,3.6,3.8,5.2,4.2,SPE
OneHotEncoder,ABC,5.65,4.2,4.5,4.65,3.5,4.95,4.35,4.2,SPE
OneHotEncoder,DTREE,4.7,4.7,3.9,4.1,3.3,5.85,5.1,4.35,SPE
OneHotEncoder,MLP,5.8,4.6,4.65,3.35,3.25,4.85,4.65,4.85,SPE
OneHotEncoder,RF,5.9,4.9,4.05,4.1,3.85,3.6,4.4,5.2,SPE
OneHotEncoder,LRG,5.6,5.5,3.9,2.75,3.7,4.4,4.85,5.3,SPE
OneHotEncoder,SGD,6.2,3.35,3.8,3.9,4.7,4.25,4.15,5.65,SPE
OneHotEncoder,SVM,7.25,5.05,2.8,3.9,3.05,3.6,4.05,6.3,SPE
,avarage,6.0,4.54,3.84,3.99,3.62,4.41,4.59,5.01,SPE
,std,0.8,0.67,0.63,0.75,0.51,0.78,0.43,0.75,SPE
