ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
HelmertEncoder,DTREE,3.15,4.95,4.65,4.15,4.8,5.4,4.7,4.2,REC
HelmertEncoder,KNN,3.0,4.3,4.65,4.0,5.35,6.3,3.5,4.9,REC
HelmertEncoder,ABC,3.15,3.55,4.3,4.6,4.65,5.6,5.0,5.15,REC
HelmertEncoder,RF,2.8,3.9,4.75,3.85,4.7,5.4,5.25,5.35,REC
HelmertEncoder,SVM,3.35,4.2,4.2,4.15,5.25,5.45,3.95,5.45,REC
HelmertEncoder,MLP,3.6,3.25,5.1,4.0,3.75,6.1,4.7,5.5,REC
HelmertEncoder,SGD,4.3,4.0,4.55,4.5,5.2,4.1,3.75,5.6,REC
HelmertEncoder,LRG,2.1,3.05,5.2,4.0,4.55,6.1,5.1,5.9,REC
,avarage,3.18,3.9,4.68,4.16,4.78,5.56,4.49,5.26,REC
,std,0.63,0.61,0.35,0.26,0.52,0.69,0.67,0.52,REC
