ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
GLMMEncoder,ABC,3.25,3.6,4.65,4.25,5.2,6.05,4.25,4.75,F1
GLMMEncoder,KNN,3.2,4.6,4.5,4.4,4.45,5.55,3.9,5.4,F1
GLMMEncoder,LRG,3.2,3.7,4.3,4.7,4.2,5.4,5.1,5.4,F1
GLMMEncoder,RF,3.0,3.7,4.6,3.8,4.6,5.2,5.6,5.5,F1
GLMMEncoder,SVM,4.2,4.15,3.6,4.1,4.6,5.7,4.05,5.6,F1
GLMMEncoder,MLP,4.0,4.0,3.8,3.9,4.2,5.0,5.25,5.85,F1
GLMMEncoder,SGD,4.1,3.7,4.65,3.5,5.35,4.75,4.0,5.95,F1
GLMMEncoder,DTREE,3.1,4.1,3.9,4.4,4.45,5.05,4.95,6.05,F1
,avarage,3.51,3.94,4.25,4.13,4.63,5.34,4.64,5.56,F1
,std,0.5,0.34,0.42,0.39,0.43,0.42,0.66,0.41,F1
