ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
CatBoostEncoder,KNN,5.4,4.2,4.05,3.45,4.85,4.6,5.45,4.0,IBA
CatBoostEncoder,LRG,4.9,4.7,3.8,3.95,5.0,4.7,4.65,4.3,IBA
CatBoostEncoder,ABC,4.5,3.8,4.7,5.0,4.2,5.45,3.7,4.65,IBA
CatBoostEncoder,SVM,7.3,4.15,3.45,4.05,3.7,4.85,3.85,4.65,IBA
CatBoostEncoder,RF,4.35,3.55,3.25,4.7,4.5,5.6,5.3,4.75,IBA
CatBoostEncoder,MLP,4.6,3.75,4.65,4.55,4.5,5.15,4.0,4.8,IBA
CatBoostEncoder,SGD,5.2,3.15,3.45,5.35,4.55,5.4,4.05,4.85,IBA
CatBoostEncoder,DTREE,3.2,3.3,5.4,4.2,5.2,5.5,4.3,4.9,IBA
,avarage,4.93,3.82,4.09,4.41,4.56,5.16,4.41,4.61,IBA
,std,1.17,0.51,0.76,0.61,0.47,0.39,0.66,0.31,IBA
