ENCODER,ALGORITHM,RANK_ORIGINAL,RANK_SMOTENC,RANK_SMOTE,RANK_SMOTE_SVM,RANK_BORDERLINE1,RANK_BORDERLINE2,RANK_GEOMETRIC_SMOTE,RANK_DTO,UNIT
GLMMEncoder,LRG,5.5,4.7,4.75,5.0,4.25,4.2,4.2,3.4,SPE
GLMMEncoder,KNN,6.7,4.1,3.7,4.7,3.95,3.75,5.6,3.5,SPE
GLMMEncoder,SGD,6.4,4.2,4.35,4.4,4.95,4.55,3.1,4.05,SPE
GLMMEncoder,RF,4.5,3.8,5.3,3.75,5.05,3.8,5.7,4.1,SPE
GLMMEncoder,SVM,6.9,5.15,3.5,4.5,3.6,4.7,3.55,4.1,SPE
GLMMEncoder,ABC,4.65,3.6,4.65,4.0,5.2,4.85,4.9,4.15,SPE
GLMMEncoder,MLP,5.7,4.35,3.65,3.85,4.4,3.9,5.45,4.7,SPE
GLMMEncoder,DTREE,4.1,3.7,4.7,5.0,5.25,4.35,3.75,5.15,SPE
,avarage,5.56,4.2,4.32,4.4,4.58,4.26,4.53,4.14,SPE
,std,1.06,0.53,0.64,0.49,0.62,0.42,1.02,0.57,SPE
